Name Event,Description,Date,Audience,Cycle,Veneu,Address,City ,Country,Website,Link
LIBYA CONSTRUCTION EXPO 2023,"Lybie's International Build Trade Show. The event serves as a platform to facilitate partnerships, advance knowledge and industry best practices, and to propel local and international businesses into the market","Nov. 27 - 30, 2023",Trade Public,once a year,Tripoli International Fair,Omar El Mokhtar street Tripoli,Tripoli (Libya),Libya,http://lcexpo.ly/site,https://www.eventseye.com/fairs/f-libya-construction-expo-28338-1.html
HOUSEHOLD ASIA 2023,Pakistan’s Household Products Industry Trade Show. The World’s latest Housewares’ & Home Appliances Trends,"Nov. 24 - 26, 2023",Trade Public,once a year,Karachi Expo Centre,University Road Karachi,Karachi (Pakistan),Pakistan,http://icpfair.com,https://www.eventseye.com/fairs/f-household-asia-28162-1.html
BEAUTY & FITNESS ASIA 2023,"Professional event of the beauty industry in the Pakistan. Cosmetics, Perfumery, Beauty Parlor Equipment...","Nov. 24 - 26, 2023",Trade Public,once a year,Karachi Expo Centre,University Road Karachi,Karachi (Pakistan),Pakistan,http://beautyasia.com.pk,https://www.eventseye.com/fairs/f-beauty-fitness-asia-28165-1.html
PISCINA & WELLNESS BARCELONA 2023,"A comprehensive overview of the entire swimming pool sector: from construction to treatment systems, components and accessories","Nov. 27 - 30, 2023",Trade & General Public,every 2 years,Fira de Barcelona - Recinto Gran Via,"Av. Joan Carles I, 64 08908 L'Hospitalet de Llobregat",Barcelona (Spain),Spain,http://www.piscinawellness.com/en,https://www.eventseye.com/fairs/f-piscina-wellness-barcelona-12487-1.html
ZAK DOORS & WINDOWS EXPO INDIA 2023,"ZAK Doors & Windows Expo is a ground breaking dedicated and focused event for any manufacturer / supplier of Doors, Windows, Hardware & Accessories products as well as the technology to produce them","Nov. 23 - 26, 2023",Trade Public,once a year,Bombay Convention & Exhibition Centre (BCEC),"Highway, Goreagon (East) Mumbai - 400 063",Mumbai (India),India,http://www.zakdoorsandwindows.com,https://www.eventseye.com/fairs/f-zak-doors-windows-expo-india-11124-1.html
TEXCARE FRANCE 2023,"Exhibition dedicated to all professionals in the textile care sector: Dry cleaners, laundries, Medical-social establishments, Hotels-Restaurants, Communities, etc...","Nov. 25 - 27, 2023",Trade Public,every 2 years,Paris Expo Porte de Versailles,"1, place de la Porte de Versailles 75015 Paris",Paris (France),France,http://texcare-france.fr.messefrankfurt.com,https://www.eventseye.com/fairs/f-texcare-france-29565-1.html
BEAUTY WEST AFRICA 2023,"Beauty West Africa is the perfect platform for companies from around the world to meet, and do business with West Africa’s largest distributors, importers, retailers, spa and salon owners and beauty professionals","Nov. 28 - 30, 2023",Trade & General Public,once a year,The Landmark Events Centre,Water Corporation Road Victoria Island Annex,Lagos (Nigeria),Nigeria,http://www.beautywestafrica.com,https://www.eventseye.com/fairs/f-beauty-west-africa-26034-1.html
BUILD ASIA 2023,Pakistan's International Building Materials & Construction Machinery Trade Show,"Nov. 28 - 30, 2023",Trade Public,once a year,Karachi Expo Centre,University Road Karachi,Karachi (Pakistan),Pakistan,http://www.buildasia.net,https://www.eventseye.com/fairs/f-build-asia-7944-1.html
BUILDEXPO UZBEKISTAN 2023,International Specialized Exhibition of Building Industry,"Nov. 28 - 30, 2023",Trade Public,once a year,Uzexpocentre,"107, Amir Temur street Tashkent, 700084",Tashkent (Uzbekistan),Uzbekistan,http://en.expoposition.com,https://www.eventseye.com/fairs/f-buildexpo-uzbekistan-27387-1.html
CHINA HOME LIFE INDIA 2023,"China Home Life India is the largest Chinese products trade show in the Middle East. Main product sectors at the show include Fabric, Textile & Garments, Home Electronics, Furniture, Building Materials, Lighting, Household, Gift Items etc.","Nov. 28 - 30, 2023",Trade Public,once a year,Bombay Convention & Exhibition Centre (BCEC),"Highway, Goreagon (East) Mumbai - 400 063",Mumbai (India),India,http://www.chlmx.com,https://www.eventseye.com/fairs/f-china-home-life-india-23816-1.html
SFITEX 2023,International exhibition of security and fire protection equipment and products,"Nov. 28 - 30, 2023",Trade Public,once a year,ExpoForum Convention and Exhibition Centre,"64/1, Peterburgskoye Shosse St. Petersburg",St. Petersburg (Russia),Russia,http://www.sfitex.ru/en-GB,https://www.eventseye.com/fairs/f-sfitex-13819-1.html
GLOBAL PROPERTY MARKET 2023,North America’s International Real Estate Investment Expo & Conference,"on Nov. 28, 2023",Trade Public,once a year,Metro Toronto Convention Centre,"255 Front Street West  Toronto, ON","Toronto, ON (Canada)",Canada,http://www.realestateforums.com/globalproperty/en/overview/overview.html,https://www.eventseye.com/fairs/f-global-property-market-23149-1.html
CHINA MACHINEX INDIA 2023,"The largest B2B sourcing China show in India. Building Materials, Hardware and Tools, Lighting, Auto Parts, Machinery and various other sectors","Nov. 28 - 30, 2023",Trade Public,once a year,Bombay Convention & Exhibition Centre (BCEC),"Highway, Goreagon (East) Mumbai - 400 063",Mumbai (India),India,http://www.chlmx.com,https://www.eventseye.com/fairs/f-china-machinex-india-26582-1.html
INTERIOR DECORATION ASIA 2023,"Interior Decoration Asia presents a showcase for all the trendy and designer stuff ranging from Furniture & Furnishing, Kitchen Accessories, Decorative Lightings, Wardrobes...","Nov. 28 - 30, 2023",Trade Public,once a year,Karachi Expo Centre,University Road Karachi,Karachi (Pakistan),Pakistan,http://www.ecgateway.net,https://www.eventseye.com/fairs/f-interior-decoration-asia-28170-1.html
LIGHTING ASIA 2023,"The Lighting Asia aims to facilitate industry for lighting, electrical technology and home and building automation convergence","Nov. 28 - 30, 2023",Trade Public,once a year,Karachi Expo Centre,University Road Karachi,Karachi (Pakistan),Pakistan,http://www.ecgateway.net,https://www.eventseye.com/fairs/f-lighting-asia-28172-1.html
TOC ASIA 2023,"World Class Exhibition for Ports, Terminals, and Port Technology Providers","Nov. 28 - 29, 2023",Trade Public,once a year,Marina Bay Sands,10 Bayfront Avenue Singapore 018956,Singapore (Singapore),Singapore,http://www.tocevents-asia.com,https://www.eventseye.com/fairs/f-toc-asia-17473-1.html
ROAD EXPO SCOTLAND 2023,Scotland's largest traffic management and highway maintenance event,"Nov. 28 - 29, 2023",Trade Public,once a year,SEC - Scottich Event Campus,"Glasgow, Scotland, G3 8YW",Glasgow (UK - United Kingdom),UK - United Kingdom,http://www.road-expo.com,https://www.eventseye.com/fairs/f-road-expo-scotland-18160-1.html
TOC CONTAINER SUPPLY CHAIN ASIA 2023,"Exhibition and Conference for Shipping, Ports and Terminal Industries","Nov. 28 - 29, 2023",Trade Public,once a year,Marina Bay Sands,10 Bayfront Avenue Singapore 018956,Singapore (Singapore),Singapore,http://www.tocevents-asia.com,https://www.eventseye.com/fairs/f-toc-container-supply-chain-asia-16293-1.html
VRAC TECH 2023,"Vrac Tech supports manufacturers in all sectors in their daily bulk management. It has a complete offer divided into several complementary sectors – Process, Storage, Handling, Measurement, Logistics, Transfer","Nov. 28 - 30, 2023",Trade Public,once a year,Parc des Expositions du Rivage Gayant,Route de Tournai 59500 Douai,Douai (France),France,http://www.vractech.com/en,https://www.eventseye.com/fairs/f-vrac-tech-29070-1.html
STONEFAIR ASIA 2023,The Stonefair Asia is one of the major international events dedicated to companies working in the stone sector,"Nov. 28 - 30, 2023",Trade Public,once a year,Karachi Expo Centre,University Road Karachi,Karachi (Pakistan),Pakistan,http://www.ecgateway.net,https://www.eventseye.com/fairs/f-stonefair-asia-28168-1.html
WOODEX MOSCOW 2023,"International specialized trade show for timber products, machinery, equipment, materials for timber and woodworking industries","Nov. 28 - Dec. 01, 2023",Trade Public,every 2 years,Crocus-Expo IEC,Krasnogorsk 65-66 km Moscow Ring Road,Moscow (Russia),Russia,http://www.woodexpo.ru,https://www.eventseye.com/fairs/f-woodex-moscow-7780-1.html
WA MAJOR PROJECTS CONFERENCE 2023,"Western Australia's largest major projects & infrastructure conference attracting over 200 delegates each year. Topics covered - Transport, housing, health, education, energy & water","Nov. 28 - 29, 2023",Trade Public,once a year,Perth Convention Exhibition Centre,"21 Mounts Bay Rd Perth WA 6000,",Perth (Australia),Australia,http://www.expotradeglobal.com/events/wamajorprojects,https://www.eventseye.com/fairs/f-wa-major-projects-conference-26794-1.html
BUILD FOR WATER 2023,"Build for Water' is a new conference helping to create action and promote knowledge about climate adaptation among architects, engineers, urban planners and other important players in the construction industry","Nov. 29 - 30, 2023",Trade Public,once a year,Vandvaerket - Copenhagen Waterworks,Rabarbervej 2 2400 København NV,Copenhagen (Denmark),Denmark,http://buildinggreen.eu/buildforwater,https://www.eventseye.com/fairs/f-build-for-water-28858-1.html
CHINA HOMELIFE SHOW POLAND 2023,"China Homelife Show is an event to facilitate making business contacts, to inspire for action and support the development of companies","Nov. 29 - Dec. 01, 2023",Trade Public,once a year,Ptak Warsaw Expo,62 Katowicka Ave. 05-830 Nadarzyn,Warsaw (Poland),Poland,http://expohomelife.com/en,https://www.eventseye.com/fairs/f-china-homelife-show-poland-20905-1.html
WAF (WORLD ARCHITECTURE FESTIVAL) 2023,"Festival Dedicated to Architecture. World Architecture Festival is the world’s largest festival and live awards competition dedicated to celebrating, and sharing architectural excellence from across the globe","Nov. 29 - Dec. 01, 2023",Trade Public,once a year,?,,Singapore (Singapore),Singapore,http://www.worldarchitecturefestival.com,https://www.eventseye.com/fairs/f-waf-(world-architecture-festival)-20782-1.html
5G EXPO GLOBAL 2023,"Virtual Congress. The Key Topics are: 5G Infrastructure & Core Network, Edge Computing, 5G Capabilities–Deployment Modes, Network Evolution & Future Connectivity, Digital Transformation, IoT & Blockchain, Big Data & AI in 5G, Cyber Security for 5G Network","Nov. 30 - Dec. 01, 2023",Trade Public,once a year,Olympia Exhibition Centre,"Hammersmith Road Kensington, London W14 8UX",London (UK - United Kingdom),UK - United Kingdom,http://5gexpo.net/global,https://www.eventseye.com/fairs/f-5g-expo-global-28337-1.html
GLASSTECH ASIA 2023,"International Glass Products Glass Manufacturing, Processing & Materials Exhibition & Conference","Nov. 29 - Dec. 01, 2023",Trade Public,once a year,?,,Bangkok (Thailand),Thailand,http://www.glasstechasia.com.sg,https://www.eventseye.com/fairs/f-glasstech-asia-1154-1.html
INSIDE FESTIVAL 2023,"Interior Design World festival. INSIDE, with over 30 countries represented, you'll exchange ideas with hundreds of designers and architects, broaden your horizons and make new international connections","Nov. 29 - Dec. 01, 2023",Trade Public,once a year,?,,Singapore (Singapore),Singapore,http://www.insidefestival.com,https://www.eventseye.com/fairs/f-inside-festival-20776-1.html
HEIM + HANDWERK 2023,"Sales Exhibition for Building, Decoration and Furnishings in the Home","Nov. 29 - Dec. 03, 2023",Trade & General Public,once a year,Fairground Messe München,Messegelände D-81823 München,Munich (Germany),Germany,http://www.heim-handwerk.de,https://www.eventseye.com/fairs/f-heim-handwerk-1201-1.html
ARCHITECT @ WORK - FRANCE - BORDEAUX 2023,"Exhibition for Architecture & Interior Design. ARCHITECT@WORK gives you the opportunity to get into contact with: architects, interior architects, designers, engineering bureaus, project developers, technical services, towns & district councils","Nov. 30 - Dec. 01, 2023",Trade Public,once a year,Parc des expositions de Bordeaux-Lac,Rue Jean Samazeuilh 33070 Bordeaux Cedex,Bordeaux (France),France,http://www.architectatwork.fr,https://www.eventseye.com/fairs/f-architect-@-work-france-bordeaux-27719-1.html
THE BUILDINGS SHOW 2023,"Canada's Largest Construct Design & Construction Show. The Buildings Show features the very latest in products, technologies, best practices and applications for the design, construction, operation, retrofit, and renovation of all types of buildings","Nov. 29 - Dec. 01, 2023",Trade Public,once a year,Metro Toronto Convention Centre,"255 Front Street West  Toronto, ON","Toronto, ON (Canada)",Canada,http://www.thebuildingsshow.com,https://www.eventseye.com/fairs/f-the-buildings-show-17425-1.html
112 EXPO 2023,"Fire protection, flood, earthquake, chemical accidents management. Emergency management. Occupational Safety and Health Care",on Nov. 2023 (?),Trade Public,every 2 years,Belgrade Fair Grounds,Bulevar vojvode Misica 14 11000 Belgrade,Belgrade (Serbia),Serbia,http://www.112-expo.rs/en,https://www.eventseye.com/fairs/f-112-expo-18966-1.html
ALGER CERAMICA EXPO 2023,Algerian exhibition exclusively dedicated to the Ceramics sector,"Nov. 27 - 30, 2022",Trade Public,once a year,Palais des Expositions d'Alger,"Pins Maritimes Alger, 16000",Algiers (Algeria),Algeria,http://www.batimatecexpo.com,https://www.eventseye.com/fairs/f-alger-ceramica-expo-28331-1.html
ACT FORUM 2023,International Forum on architecture and building,on Nov. 2022,Trade Public,once a year,Impact Exhibition & Convention Center,99 Popular Road T.Banmai,Bangkok (Thailand),Thailand,http://www.actforumexpo.com,https://www.eventseye.com/fairs/f-act-forum-22552-1.html
BAUEN + WOHNEN BERN 2023,"Building, Living, Garden + Lifestyle Expo","Nov. 10 - 13, 2022",Trade Public,once a year,BEA Bern Expo,Mingerstrasse 6 Bern 22,Bern (Switzerland),Switzerland,http://www.bauen-wohnen.ch,https://www.eventseye.com/fairs/f-bauen-wohnen-bern-14651-1.html
ALGERIA STONE 2023,"International Exhibition of Natural Stone, Marble, Ceramics and Equipment",on Nov. 2022,Trade Public,once a year,Palais des Expositions d'Alger,"Pins Maritimes Alger, 16000",Algiers (Algeria),Algeria,http://algeriastone.dz,https://www.eventseye.com/fairs/f-algeria-stone-27647-1.html
AVTODOREXPO 2023,"International Forum by Projection, Building and Exploitation of Motor Roads","Nov. 09 - 11, 2022",Trade Public,once a year,Kiev ExpoPlaza Exhibition Center,"Amsterdamska street 1 Kyiv region, village Berezivka",Kiev (Ukraine),Ukraine,http://avtodorexpo.ua/en,https://www.eventseye.com/fairs/f-avtodorexpo-5460-1.html
BEGE EXPO 2023,Expo devoted to Equipment and services in the field of Entertainment Business and Leisure Industry,"Nov. 23 - 24, 2022",Trade Public,once a year,Inter Expo Center,"147 Tsarigradsko Shaussee 1784, Sofia",Sofia (Bulgaria),Bulgaria,http://www.balkangamingexpo.com/en,https://www.eventseye.com/fairs/f-bege-expo-11666-1.html
BANGLADESH BUILDCON 2023,"International Building & Construction exhibition in Bangladesh. BANGLADESH BUILDCON focuses on Architecture, Building, Construction, Design & Engineering","Nov. 24 - 26, 2022",Trade Public,once a year,International Convention City Bashundhara,Kuril Bishwa Road Next to 300 ft. Purbachal Express Highway,Dhaka (Bangladesh),Bangladesh,http://asktradex.com,https://www.eventseye.com/fairs/f-bangladesh-buildcon-22962-1.html
BANGLADESH WOOD 2023,International Timber & Wood Industry Exhibition in Bangladesh,"Nov. 24 - 26, 2022",Trade Public,once a year,International Convention City Bashundhara,Kuril Bishwa Road Next to 300 ft. Purbachal Express Highway,Dhaka (Bangladesh),Bangladesh,http://asktradex.com,https://www.eventseye.com/fairs/f-bangladesh-wood-22961-1.html
CBS - CENTRUM BUDOWNICTWA SPORTOWEGO 2023,"Trade Show dedicated to gyms and sports halls, stadiums and sports fields, aqua parks, swimming pools, golf, fitness, sport equipment, wellness and spa…",on Nov. 2022,Trade Public,once a year,Poznan Congress Center,ul. Glogowska 14 60-734 Poznan,Poznan (Poland),Poland,http://www.budma.pl/en,https://www.eventseye.com/fairs/f-cbs-centrum-budownictwa-sportowego-12453-1.html
BAUEN & ENERGIE WIEN 2023,"International Fair for Healthy and Ecological Building, Modernization, Financing and Energy Saving","Nov. 10 - 13, 2022",Trade Public,once a year,Messezentrum Wien (Vienna Exhibition Centre),Messegelände Wien A-1021 Vienna,Vienna (Austria),Austria,http://www.bauen-energie.at,https://www.eventseye.com/fairs/f-bauen-energie-wien-7413-1.html
CEI - INDIA CONSUMER ELECTRONICS AND HOME APPLIANCES EXHIBITION 2023,"The CEI expo is the complete B2B show presenting a comprehensive sourcing, trading, manufacturing and production solution designed to fulfil the needs of the electronics, home appliances and personal care industry","Nov. 17 - 19, 2022",Trade Public,once a year,Bombay Convention & Exhibition Centre (BCEC),"Highway, Goreagon (East) Mumbai - 400 063",Mumbai (India),India,http://www.ceiworldexpo.com,https://www.eventseye.com/fairs/f-cei-india-consumer-electronics-and-home-appliances-exhibition-27350-1.html
CHINA YIWU IMPORTED COMMODITIES FAIR 2023,"China Yiwu Imported Commodities Fair. Household articles, Food & beverages, art-crafts & ornaments, garments & accessories, e-commerce service providers...","Nov. 13 - 15, 2022",Trade Public,once a year,Yiwu International Expo Center,"No.59 Zongze Road Yiwu, Zhejiang, 322000",Yiwu (China),China,http://www.importfair.cn/en,https://www.eventseye.com/fairs/f-china-yiwu-imported-commodities-fair-23826-1.html
CIFHE - CHONGQING INTERNATIONAL FURNITURE AND HOME INDUSTRY EXPO 2023,Chongqing International Furniture And Home Industry Expo,"Nov. 20 - 22, 2022",Trade Public,once a year,China Chongqing International Expo Center,"No. 66, Yuelai Avenue Yubei District",Chongqing (China),China,http://www.gzhw.com,https://www.eventseye.com/fairs/f-cifhe-chongqing-international-furniture-and-home-industry-expo-27980-1.html
CONGRESS WONEN & ZORG 2023,"Congress dedicated to Housing & Care to continue living independently for as long as possible. municipalities, housing associations, care organizations and other partners will come together to arrive at a joint approach","on Nov. 24, 2022",Trade Public,once a year,Jaarbeurs Utrecht,Jaarbeursplein 3521 AL Utrecht,Utrecht (Netherlands),Netherlands,http://www.jaarbeurs.nl/agenda/congres-wonen-zorg,https://www.eventseye.com/fairs/f-congress-wonen-zorg-29338-1.html
ELECTRICITY & ENERGY 2023,"International convention for Electrical Power, Air Conditioning and Energy Engineering in Israel","Nov. 08 - 11, 2022",Trade Public,once a year,?,,Eilat (Israel),Israel,http://www.electricity2022.com/en,https://www.eventseye.com/fairs/f-electricity-energy-23558-1.html
"DESTINATION HOTEL, RESORT & SPA EXPO 2023","An highly targeted audience attends seeeking the inspiration, expert advice and quality products and services to help innovate, diversify and expand their destination hotel resort or spa","Nov. 06 - 07, 2022",Trade Public,once a year,National Exhibition Centre,Birmingham B40 1NT,Birmingham (UK - United Kingdom),UK - United Kingdom,http://www.destinationhotelexpo.co.uk,https://www.eventseye.com/fairs/f-destination-hotel-resort-spa-expo-26451-1.html
ENERGIES + CONSTRUCTION 2023,Energy Savings & Sustainable Building Expo,"Nov. 18 - 20, 2022",Trade & General Public,once a year,Wallonie Expo,"Zone de la Famenne Rue des Deux Provinces, n° 1",Marche-en-Famenne (Belgium),Belgium,http://www.energiesplus.be,https://www.eventseye.com/fairs/f-energies-construction-13416-1.html
EGE CONSTRUCTION FAIR 2023,Construction Materials & Technologies Fair,on Nov. 2023 (?),Trade Public,every 2 years,Fuarizmir,Zafer MAH. 840 SK. Fuar Alani NO:2 Gaziemir,Izmir (Turkey),Turkey,http://egeyapizirvesi.com/en,https://www.eventseye.com/fairs/f-ege-construction-fair-25977-1.html
ENERGIKA 2023,Trade Show of actors and innovations of the world of electricity,on Nov. 2023 (?),Trade & General Public,every 2 years,Halle d'Iraty,Rue de Pitchot 64200 Biarritz,Biarritz (France),France,http://www.saloninnobat.com/salon-energika,https://www.eventseye.com/fairs/f-energika-26123-1.html
ELECGAS 2023,Expo dedicated to the Domestic Energy Development and its Challenges,"on Nov. 22, 2022",Trade & General Public,once a year,Hotel Cumbres Vitacura,"Av. Pdte. Kennedy Lateral 4422, Vitacura, Santiago",Santiago (Chile),Chile,http://www.elecgas.cl,https://www.eventseye.com/fairs/f-elecgas-19404-1.html
ESKISEHIR BUILDING FAIR 2023,"Building, Construction Materials, Plumbing, Heating, Cooling, Ventilation, Natural Gas and Technologies Fair","Nov. 17 - 20, 2022",Trade Public,once a year,Tüyap Eskisehir Fair Center,71 Evler Mahallesi Çevre Yolu No: 114 Odunpazari / Eskisehir,Eskisehir (Turkey),Turkey,http://tuyap.com.tr/en/fair-calendar,https://www.eventseye.com/fairs/f-eskisehir-building-fair-27443-1.html
EXPO CONSTRUCCION-INDUSTRIA 2023,Construction & Industry Fair,"Nov. 24 - 27, 2022",Trade Public,once a year,Recinto Ferial de Alalay,Cochabamba,Cochabamba (Bolivia),Bolivia,http://www.feicobol.com.bo,https://www.eventseye.com/fairs/f-expo-construccion-industria-23805-1.html
FIRE RESISTANCE IN PLASTICS 2023,Conference dedicated to Technical developments and trends in Fire Resistance in Plastics,"Nov. 28 - 30, 2022",Trade Public,once a year,Lindner Hotel City Plaza,"Magnusstr. 20 Cologne, NW, 50672",Cologne (Germany),Germany,http://www.ami.international/events/event?Code=C1160,https://www.eventseye.com/fairs/f-fire-resistance-in-plastics-11018-1.html
FIRE RESISTANCE IN PLASTICS EUROPE 2023,Conference dedicated to Fire Resistance in Plastics. Discover the latest developments in fire retardant technologies,"Nov. 20 - 22, 2022",Trade Public,once a year,"The Westin Grand Hotel, Berlin",Friedrichstrasse 158-164 Berlin,Berlin (Germany),Germany,http://www.ami.international/events/upcoming,https://www.eventseye.com/fairs/f-fire-resistance-in-plastics-europe-29271-1.html
FITFAIR 2023,"Fitfair is the largest, two-day knowledge and network event of the BeNeLux for fanatical athletes, (aspiring) professionals and entrepreneurs in the fitness industry","Nov. 25 - 26, 2022",Trade & General Public,once a year,Jaarbeurs Utrecht,Jaarbeursplein 3521 AL Utrecht,Utrecht (Netherlands),Netherlands,http://www.jaarbeurs.nl/agenda,https://www.eventseye.com/fairs/f-fitfair-29339-1.html
GREENBUILDING BRASIL 2023,Sustainable Construction Industry Conference & Exhibition,"Nov. 21 - Dec. 05, 2022",Trade Public,once a year,São Paulo Expo Exhibition & Convention Center,"Rodovia dos Imigrantes, km.1,5 Água Funda, São Paulo - SP, 04329-100",São Paulo (Brazil),Brazil,http://www.greenbuildingbrasil.org.br,https://www.eventseye.com/fairs/f-greenbuilding-brasil-15436-1.html
FORECH 2023,International restaurant and hotel business and cleaning Expo,"Nov. 23 - 25, 2022",Trade Public,once a year,Kiev International Exhibition Center,"15, Brovarsky Ave Kyiv",Kiev (Ukraine),Ukraine,http://forech.kiev.ua/en,https://www.eventseye.com/fairs/f-forech-13090-1.html
GUANGZHOU INTERNATIONAL ELECTRIC HEATING TECHNOLOGY AND EQUIPMENT EXHIBITION 2023,Guangzhou International Electric Heating Technology And Equipment Exhibition,"Nov. 18 - 20, 2022",Trade Public,once a year,China Import and Export Fair Pazhou Complex,"No. 382, Yuejiang Zhong Road Guangzhou 510335",Guangzhou (China),China,http://www.gehe.cn/index.php?lang=en,https://www.eventseye.com/fairs/f-guangzhou-international-electric-heating-technology-and-equipment-exhibition-27951-1.html
GHANA HVAC & WATER TECH 2023,"International Heating, Cooling, Ventilation and Water Technologies Fair","Nov. 08 - 10, 2022",Trade Public,once a year,Ghana International Trade Fair Centre,Kpeshie Accra,Accra (Ghana),Ghana,http://www.expotim.com/English,https://www.eventseye.com/fairs/f-ghana-hvac-water-tech-28648-1.html
HOTEL - RESTAURANT BUSINESS 2023,"Hotel & Restaurant Specialized Exhibition. Equipment and technologies for hotels, restaurants, cafes, bars. Furniture, design and interior items. Refrigeration, Special equipment (kitchen utensils, dishes, household appliances)...","Nov. 17 - 18, 2022",Trade Public,once a year,"Adler-Arena, Imeretinskaya lowland","Nizhneimeretinskaya Bukhta Krai de Krasnodar, 354340",Sochi (Russia),Russia,http://www.soud.ru/vistavki.php?act=vistavki,https://www.eventseye.com/fairs/f-hotel-restaurant-business-27882-1.html
IFSEC SOUTHEAST ASIA 2023,"IFSEC provides a global offering of face to face events, education, news and networking to the global security and fire industry","Nov. 07 - 09, 2022",Trade Public,once a year,Malaysia International Trade & Exhibition Centre (MITEC),Kompleks Kerajaan 50480 Kuala Lumpur,Kuala Lumpur (Malaysia),Malaysia,http://www.super8asean.com/ifsec-sea,https://www.eventseye.com/fairs/f-ifsec-southeast-asia-19509-1.html
ISF - ISFAHAN STONE FAIR 2023,"International Exhibition of Stone, Quarries and Relevant Industries","Nov. 15 - 18, 2022",Trade Public,once a year,Shahrestan Historical Bridge,Isfahan,Isfahan (Iran),Iran,http://english.isfahanfair.ir,https://www.eventseye.com/fairs/f-isf-isfahan-stone-fair-20964-1.html
ICEC (INTELLIGENT CITIES EXHIBITION & CONFERENCE) 2023,"Exhibition & Conference dedicated to Sustainable Development, Real Estate, Smart Cities & Information and Communications Technology (ICT)","Nov. 06 - 07, 2022",Trade Public,once a year,InterContinental Cairo Citystars,Omar Ibn El Khattab Street Cairo Governorate 11737,Cairo (Egypt),Egypt,http://www.icec-mea.com,https://www.eventseye.com/fairs/f-icec-(intelligent-cities-exhibition-conference)-22053-1.html
KIEV CLEAN EXPO 2023,Specialized exhibition of the newest technologies and equipment for cleaning industry,"Nov. 23 - 25, 2022",Trade Public,once a year,Kiev International Exhibition Center,"15, Brovarsky Ave Kyiv",Kiev (Ukraine),Ukraine,http://forech.kiev.ua/en,https://www.eventseye.com/fairs/f-kiev-clean-expo-24827-1.html
INNOPAYSA 2023,Trade fair for landscape and green spaces,on Nov. 2023 (?),Trade Public,every 2 years,Halle d'Iraty,Rue de Pitchot 64200 Biarritz,Biarritz (France),France,http://www.saloninnobat.com/visiter-innopaysa,https://www.eventseye.com/fairs/f-innopaysa-26122-1.html
LUMI EXPO 2023,"LUMI Expo is an international event which brings together suppliers of solutions and technology for energy efficiency and security, and people and organizations who manage and are looking for intelligent systems for smart buildings and smart cities",on Nov. 2022,Trade Public,once a year,Bologna Exhibition Centre,"Viale della Fiera, 20 40128 Bologna",Bologna (Italy),Italy,http://lumiexpo.com/en,https://www.eventseye.com/fairs/f-lumi-expo-18224-1.html
ICW - INTERNATIONAL CONTRUCTION WEEK 2023,The Premier Annual Event for the Construction Industry in Malaysia and Southeast Asia,"Nov. 07 - 09, 2022",Trade Public,once a year,Malaysia International Trade & Exhibition Centre (MITEC),Kompleks Kerajaan 50480 Kuala Lumpur,Kuala Lumpur (Malaysia),Malaysia,http://events.informamarkets.com/en/event-listing.html,https://www.eventseye.com/fairs/f-icw-international-contruction-week-27280-1.html
MEMENTO POZNAN 2023,Trade Show of Funeral Arts and Services,on Nov. 2023 (?),Trade Public,every 2 years,Poznan Congress Center,ul. Glogowska 14 60-734 Poznan,Poznan (Poland),Poland,http://www.mementopoznan.pl/en,https://www.eventseye.com/fairs/f-memento-poznan-16546-1.html
MINEX IRAN 2023,"Exhibition & Conference on Investment Opportunities in Iran's Mines & Mining Industries. MINEX presents the latest technologies, equipments, services, machineries for mines & mining industries in exploration, excavation, processing, production & export",on Nov. 2022,Trade Public,once a year,Imam Khomeini Mosalla (shabestan),Shabestan Tehran,Tehran (Iran),Iran,http://www.minex.ir,https://www.eventseye.com/fairs/f-minex-iran-22394-1.html
K-BEAUTY & COSMETIC SHOW 2023,"An exhibition that meets B2B & B2C needs at the same time, strengthening targeting business by increasing brand awareness and organizing special pavilions for the korean growing global beauty market","Nov. 03 - 05, 2022",Trade Public,once a year,Songdo Convensia,"6-1 Songdo-Dong Yeonsu-Gu Incheon, 406-130",Incheon (Korea South),Korea South,http://k-beautycon-en.imweb.me/K-Beautycon,https://www.eventseye.com/fairs/f-k-beauty-cosmetic-show-28265-1.html
MYANMAR BUILD AND DECOR 2023,"Trade Show for Furniture, Home Décor & Electrical Appliances. Myanmar Build & Decor will enable visitors to meet with trade professionals from real estate development, construction companies, Contractors, interior design & furniture","Nov. 02 - 04, 2022",Trade Public,once a year,?,,Yangon (Myanmar (Burma)),Myanmar (Burma),http://www.myanmarbuilddecor.com,https://www.eventseye.com/fairs/f-myanmar-build-and-decor-20180-1.html
PHEX CHELSEA 2023,PHEX showcases the latest industry innovations and brings together the plumbing and heating community,"Nov. 16 - 17, 2022",Trade Public,once a year,Stamford Bridge,"Fulham Road Fulham, SW6 1HS London",London (UK - United Kingdom),UK - United Kingdom,http://phexshow.co.uk,https://www.eventseye.com/fairs/f-phex-chelsea-27742-1.html
